1,-3.188396,55.944425,0,-3.188096,55.944425,null
2,-3.188096,55.944425,350,-3.187800557674096,55.9443729055467,thank.salsa.brain
3,-3.187800557674096,55.9443729055467,110,-3.1879031637170936,55.94465481333294,null
4,-3.1879031637170936,55.94465481333294,110,-3.188005769760091,55.94493672111918,agents.mile.crib
5,-3.188005769760091,55.94493672111918,150,-3.1882655773812267,55.945086721119175,null
6,-3.1882655773812267,55.945086721119175,150,-3.1885253850023623,55.94523672111917,null
7,-3.1885253850023623,55.94523672111917,140,-3.188755198335298,55.94542955740208,shady.soft.phones
8,-3.188755198335298,55.94542955740208,70,-3.1886525922923004,55.94571146518832,null
9,-3.1886525922923004,55.94571146518832,70,-3.1885499862493027,55.945993372974556,boost.radar.stress
10,-3.1885499862493027,55.945993372974556,180,-3.188849986249303,55.945993372974556,null
11,-3.188849986249303,55.945993372974556,180,-3.189149986249303,55.945993372974556,null
12,-3.189149986249303,55.945993372974556,190,-3.189445428575207,55.94594127852125,coherent.saints.stuck
13,-3.189445428575207,55.94594127852125,280,-3.189393334121907,55.94564583619535,null
14,-3.189393334121907,55.94564583619535,280,-3.189341239668607,55.94535039386944,null
15,-3.189341239668607,55.94535039386944,280,-3.189289145215307,55.94505495154353,null
16,-3.189289145215307,55.94505495154353,280,-3.189237050762007,55.944759509217626,null
17,-3.189237050762007,55.944759509217626,280,-3.189184956308707,55.94446406689172,null
18,-3.189184956308707,55.94446406689172,280,-3.189132861855407,55.94416862456581,spoon.invest.every
19,-3.189132861855407,55.94416862456581,310,-3.188940025572501,55.943938811232876,noted.friday.jams
20,-3.188940025572501,55.943938811232876,290,-3.1888374195295035,55.94365690344664,null
21,-3.1888374195295035,55.94365690344664,290,-3.188734813486506,55.9433749956604,null
22,-3.188734813486506,55.9433749956604,300,-3.188584813486506,55.943115188039265,groups.ideas.script
23,-3.188584813486506,55.943115188039265,190,-3.1888802558124096,55.94306309358596,null
24,-3.1888802558124096,55.94306309358596,190,-3.1891756981383135,55.94301099913266,region.passes.pencil
25,-3.1891756981383135,55.94301099913266,210,-3.189435505759449,55.94286099913266,null
26,-3.189435505759449,55.94286099913266,190,-3.189730948085353,55.94280890467936,hooked.shine.third
27,-3.189730948085353,55.94280890467936,150,-3.1899907557064884,55.94295890467936,second.launch.miles
28,-3.1899907557064884,55.94295890467936,80,-3.1899386612531884,55.943254347005265,null
29,-3.1899386612531884,55.943254347005265,80,-3.1898865667998884,55.94354978933117,null
30,-3.1898865667998884,55.94354978933117,80,-3.1898344723465883,55.94384523165708,null
31,-3.1898344723465883,55.94384523165708,80,-3.1897823778932883,55.944140673982986,cliff.asleep.wedge
32,-3.1897823778932883,55.944140673982986,170,-3.190077820219192,55.94419276843629,null
33,-3.190077820219192,55.94419276843629,170,-3.190373262545096,55.94424486288959,null
34,-3.190373262545096,55.94424486288959,160,-3.1906551703313317,55.94434746893259,null
35,-3.1906551703313317,55.94434746893259,170,-3.1909506126572356,55.94439956338589,paying.crowd.weep
36,-3.1909506126572356,55.94439956338589,230,-3.1911434489401413,55.94416975005296,hills.giant.crate
37,-3.1911434489401413,55.94416975005296,270,-3.1911434489401413,55.943869750052954,null
38,-3.1911434489401413,55.943869750052954,280,-3.1910913544868413,55.94357430772705,loaf.cheer.slave
39,-3.1910913544868413,55.94357430772705,260,-3.1911434489401413,55.94327886540114,null
40,-3.1911434489401413,55.94327886540114,270,-3.1911434489401413,55.94297886540114,else.urban.museum
41,-3.1911434489401413,55.94297886540114,90,-3.1911434489401413,55.94327886540114,null
42,-3.1911434489401413,55.94327886540114,90,-3.1911434489401413,55.94357886540114,null
43,-3.1911434489401413,55.94357886540114,90,-3.1911434489401413,55.943878865401146,null
44,-3.1911434489401413,55.943878865401146,80,-3.1910913544868413,55.94417430772705,null
45,-3.1910913544868413,55.94417430772705,90,-3.1910913544868413,55.944474307727056,null
46,-3.1910913544868413,55.944474307727056,80,-3.1910392600335413,55.94476975005296,estate.gave.votes
47,-3.1910392600335413,55.94476975005296,160,-3.191321167819777,55.94487235609596,null
48,-3.191321167819777,55.94487235609596,160,-3.1916030756060128,55.944974962138964,null
49,-3.1916030756060128,55.944974962138964,170,-3.1918985179319166,55.94502705659227,null
50,-3.1918985179319166,55.94502705659227,160,-3.1921804257181523,55.94512966263527,useful.hike.trades
51,-3.1921804257181523,55.94512966263527,0,-3.191880425718152,55.94512966263527,null
52,-3.191880425718152,55.94512966263527,0,-3.191580425718152,55.94512966263527,null
53,-3.191580425718152,55.94512966263527,0,-3.1912804257181517,55.94512966263527,null
54,-3.1912804257181517,55.94512966263527,0,-3.1909804257181515,55.94512966263527,null
55,-3.1909804257181515,55.94512966263527,0,-3.1906804257181514,55.94512966263527,null
56,-3.1906804257181514,55.94512966263527,0,-3.190380425718151,55.94512966263527,null
57,-3.190380425718151,55.94512966263527,10,-3.1900849833922473,55.94518175708857,null
58,-3.1900849833922473,55.94518175708857,0,-3.189784983392247,55.94518175708857,null
59,-3.189784983392247,55.94518175708857,10,-3.1894895410663433,55.94523385154187,null
60,-3.1894895410663433,55.94523385154187,0,-3.189189541066343,55.94523385154187,null
61,-3.189189541066343,55.94523385154187,10,-3.1888940987404393,55.945285945995174,null
62,-3.1888940987404393,55.945285945995174,0,-3.188594098740439,55.945285945995174,null
63,-3.188594098740439,55.945285945995174,10,-3.1882986564145352,55.945338040448476,null
64,-3.1882986564145352,55.945338040448476,340,-3.1880167486282995,55.945235434405475,null
65,-3.1880167486282995,55.945235434405475,300,-3.1878667486282994,55.94497562678434,null
66,-3.1878667486282994,55.94497562678434,300,-3.1877167486282993,55.94471581916321,null
67,-3.1877167486282993,55.94471581916321,300,-3.1875667486282993,55.94445601154207,null
68,-3.1875667486282993,55.94445601154207,320,-3.1873369352953635,55.94426317525917,null
69,-3.1873369352953635,55.94426317525917,320,-3.187107121962428,55.94407033897626,renew.ears.tend
70,-3.187107121962428,55.94407033897626,260,-3.187159216415728,55.94377489665035,null
71,-3.187159216415728,55.94377489665035,260,-3.187211310869028,55.94347945432445,scale.chair.kinds
72,-3.187211310869028,55.94347945432445,290,-3.1871087048260303,55.94319754653821,null
73,-3.1871087048260303,55.94319754653821,290,-3.1870060987830326,55.94291563875197,valve.elaborate.fortunate
74,-3.1870060987830326,55.94291563875197,280,-3.1869540043297326,55.94262019642606,strut.river.surely
